platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,,degrees_north,degrees_east
FRASER,nep,SOUTHARM-RKm21.2_02,nepFRASERSOUTHARM-RKm21.2_02,Underwater mooring,4.5,SOUTHARM-RKm21.2_02,49.16738,-122.93447
FRASER,nep,DERBY-RKm51.3_03,nepFRASERDERBY-RKm51.3_03,Underwater mooring,15.5,DERBY-RKm51.3_03,49.20442,-122.5948
FRASER,nep,DERBY-RKm51.3_04,nepFRASERDERBY-RKm51.3_04,Underwater mooring,11.9,DERBY-RKm51.3_04,49.20514,-122.59408
FRASER,nep,MISSION-RKm79.7_01,nepFRASERMISSION-RKm79.7_01,Underwater mooring,4.0,MISSION-RKm79.7_01,49.13608,-122.27463
FRASER,nep,MISSION-RKm79.7_02,nepFRASERMISSION-RKm79.7_02,Underwater mooring,4.0,MISSION-RKm79.7_02,49.14237,-122.27018
FRASER,nep,NORTHARM-RKm21.6_01,nepFRASERNORTHARM-RKm21.6_01,Underwater mooring,4.8,NORTHARM-RKm21.6_01,49.19268,-122.95635
FRASER,nep,PITT-RKm39_01,nepFRASERPITT-RKm39_01,Underwater mooring,4.0,PITT-RKm39_01,49.21235,-122.74247
FRASER,nep,NORTHARM-RKm17.3_01,nepFRASERNORTHARM-RKm17.3_01,Underwater mooring,3.0,NORTHARM-RKm17.3_01,49.19002,-123.00149
FRASER,nep,NORTHARM-RKm17.3_02,nepFRASERNORTHARM-RKm17.3_02,Underwater mooring,1.5,NORTHARM-RKm17.3_02,49.19116,-122.99898
FRASER,nep,NORTHARM-RKm20.8_01,nepFRASERNORTHARM-RKm20.8_01,Underwater mooring,2.5,NORTHARM-RKm20.8_01,49.19605,-122.94683
FRASER,nep,NORTHARM-RKm20.8_02,nepFRASERNORTHARM-RKm20.8_02,Underwater mooring,1.5,NORTHARM-RKm20.8_02,49.18814,-122.96454
FRASER,nep,SOUTHARM-RKm21.2_01,nepFRASERSOUTHARM-RKm21.2_01,Underwater mooring,3.5,SOUTHARM-RKm21.2_01,49.16523,-122.93015
FRASER,nep,SOUTHARM-RKm21.2_03,nepFRASERSOUTHARM-RKm21.2_03,Underwater mooring,1.5,SOUTHARM-RKm21.2_03,49.17523,-122.95373
FRASER,nep,PITT-RKm39_02,nepFRASERPITT-RKm39_02,Underwater mooring,6.0,PITT-RKm39_02,49.21748,-122.74678
FRASER,nep,PORT MANN-RKm31.7_01,nepFRASERPORT MANN-RKm31.7_01,Underwater mooring,15.0,PORT MANN-RKm31.7_01,49.21783,-122.83572
FRASER,nep,SOUTHARM-RKm21.2_04,nepFRASERSOUTHARM-RKm21.2_04,Underwater mooring,4.0,SOUTHARM-RKm21.2_04,49.17644,-122.95535
FRASER,nep,VEDDER001,nepFRASERVEDDER001,Underwater mooring,3.4,VEDDER001,49.14286,-122.16423
FRASER,nep,VEDDER002,nepFRASERVEDDER002,Underwater mooring,4.6,VEDDER002,49.13172,-122.09554
FRASER,nep,DERBY-RKm51.3_01,nepFRASERDERBY-RKm51.3_01,Underwater mooring,1.5,DERBY-RKm51.3_01,49.20158,-122.596
FRASER,nep,NORTHARM-RKm17.8_01,nepFRASERNORTHARM-RKm17.8_01,Underwater mooring,3.7,NORTHARM-RKm17.8_01,49.18663,-122.99635
FRASER,nep,FRASER164,nepFRASERFRASER164,Underwater mooring,NaN,FRASER164,49.29075,-121.881
FRASER,nep,FRASER165,nepFRASERFRASER165,Underwater mooring,NaN,FRASER165,49.3155,-121.80394
FRASER,nep,FRASER166,nepFRASERFRASER166,Underwater mooring,NaN,FRASER166,51.18544,-122.12569
FRASER,nep,FRASER167,nepFRASERFRASER167,Underwater mooring,NaN,FRASER167,51.62772,-124.14219
FRASER,nep,FRASER168,nepFRASERFRASER168,Underwater mooring,NaN,FRASER168,52.61369,-121.55792
FRASER,nep,FRASER169,nepFRASERFRASER169,Underwater mooring,NaN,FRASER169,50.82889,-119.6955
FRASER,nep,FRASER170,nepFRASERFRASER170,Underwater mooring,NaN,FRASER170,50.88597,-119.55531
FRASER,nep,FRASER171,nepFRASERFRASER171,Underwater mooring,NaN,FRASER171,50.89108,-119.53592
FRASER,nep,FRASER172,nepFRASERFRASER172,Underwater mooring,NaN,FRASER172,50.89736,-119.54708
FRASER,nep,FRASER173,nepFRASERFRASER173,Underwater mooring,NaN,FRASER173,50.83703,-119.00133
FRASER,nep,FRASER174,nepFRASERFRASER174,Underwater mooring,NaN,FRASER174,50.79381,-118.99961
FRASER,nep,FRASER175,nepFRASERFRASER175,Underwater mooring,NaN,FRASER175,50.77028,-120.81306
FRASER,nep,FRASER176,nepFRASERFRASER176,Underwater mooring,NaN,FRASER176,50.35892,-121.39719
FRASER,nep,FRASER177,nepFRASERFRASER177,Underwater mooring,NaN,FRASER177,50.68403,-120.36144
FRASER,nep,FRASER178,nepFRASERFRASER178,Underwater mooring,NaN,FRASER178,50.86864,-119.59897
FRASER,nep,PORT MANN-RKm31.7_02,nepFRASERPORT MANN-RKm31.7_02,Underwater mooring,4.0,PORT MANN-RKm31.7_02,49.22137,-122.83256
FRASER,nep,SOUTHARM-RKm20.5_05,nepFRASERSOUTHARM-RKm20.5_05,Underwater mooring,7.3,SOUTHARM-RKm20.5_05,49.17241,-122.96179
FRASER,nep,SOUTHARM-RKm9.3_01,nepFRASERSOUTHARM-RKm9.3_01,Underwater mooring,11.9,SOUTHARM-RKm9.3_01,49.1217,-123.07061
FRASER,nep,SOUTHARM-RKm9.3_02,nepFRASERSOUTHARM-RKm9.3_02,Underwater mooring,14.6,SOUTHARM-RKm9.3_02,49.12257,-123.07166
FRASER,nep,SOUTHARM-RKm9.3_03,nepFRASERSOUTHARM-RKm9.3_03,Underwater mooring,14.6,SOUTHARM-RKm9.3_03,49.12349,-123.07258
FRASER,nep,SOUTHARM-RKm9.3_04,nepFRASERSOUTHARM-RKm9.3_04,Underwater mooring,14.6,SOUTHARM-RKm9.3_04,49.12456,-123.07297
FRASER,nep,SOUTHARM-RKm9.3_05,nepFRASERSOUTHARM-RKm9.3_05,Underwater mooring,9.1,SOUTHARM-RKm9.3_05,49.12545,-123.07381
FRASER,nep,WHONNOCK-RKm60_01,nepFRASERWHONNOCK-RKm60_01,Underwater mooring,3.0,WHONNOCK-RKm60_01,49.16613,-122.48868
FRASER,nep,WHONNOCK-RKm60_02,nepFRASERWHONNOCK-RKm60_02,Underwater mooring,5.0,WHONNOCK-RKm60_02,49.17022,-122.5046
FRASER,nep,DERBY-RKm51.3_02,nepFRASERDERBY-RKm51.3_02,Underwater mooring,1.5,DERBY-RKm51.3_02,49.20415,-122.59087
FRASER,nep,MISSION-RKm76.8_01,nepFRASERMISSION-RKm76.8_01,Underwater mooring,3.7,MISSION-RKm76.8_01,49.12766,-122.30298
FRASER,nep,MISSION-RKm76.8_02,nepFRASERMISSION-RKm76.8_02,Underwater mooring,4.6,MISSION-RKm76.8_02,49.12325,-122.3004
FRASER,nep,NORTHARM-RKm17.8_02,nepFRASERNORTHARM-RKm17.8_02,Underwater mooring,5.5,NORTHARM-RKm17.8_02,49.18792,-122.995
FRASER,nep,NORTHARM-RKm22.3_01,nepFRASERNORTHARM-RKm22.3_01,Underwater mooring,3.7,NORTHARM-RKm22.3_01,49.19565,-122.94682
FRASER,nep,NORTHARM-RKm22.3_02,nepFRASERNORTHARM-RKm22.3_02,Underwater mooring,1.8,NORTHARM-RKm22.3_02,49.19653,-122.94757
FRASER,nep,SOUTHARM-RKm20.5_01,nepFRASERSOUTHARM-RKm20.5_01,Underwater mooring,1.8,SOUTHARM-RKm20.5_01,49.15918,-122.94018
FRASER,nep,SOUTHARM-RKm20.5_02,nepFRASERSOUTHARM-RKm20.5_02,Underwater mooring,14.6,SOUTHARM-RKm20.5_02,49.16113,-122.9409
FRASER,nep,SOUTHARM-RKm20.5_03,nepFRASERSOUTHARM-RKm20.5_03,Underwater mooring,1.8,SOUTHARM-RKm20.5_03,49.16315,-122.94167
FRASER,nep,SOUTHARM-RKm20.5_04,nepFRASERSOUTHARM-RKm20.5_04,Underwater mooring,9.1,SOUTHARM-RKm20.5_04,49.17189,-122.96098
FRASER,nep,SOUTHARM-RKm8.7_01,nepFRASERSOUTHARM-RKm8.7_01,Underwater mooring,1.3,SOUTHARM-RKm8.7_01,49.11707,-123.07924
FRASER,nep,SOUTHARM-RKm8.7_02,nepFRASERSOUTHARM-RKm8.7_02,Underwater mooring,1.1,SOUTHARM-RKm8.7_02,49.1227,-123.08122
FRASER,nep,MISSION-RKm77.1_02,nepFRASERMISSION-RKm77.1_02,Underwater mooring,7.626,MISSION-RKm77.1_02,49.12902,-122.29969
FRASER,nep,RKm17.3_01,nepFRASERRKm17.3_01,Underwater mooring,3.0,RKm17.3_01,49.19002,-123.00149
FRASER,nep,RKm17.3_02,nepFRASERRKm17.3_02,Underwater mooring,1.5,RKm17.3_02,49.19116,-122.99898
FRASER,nep,RKm20.8_01,nepFRASERRKm20.8_01,Underwater mooring,2.5,RKm20.8_01,49.19605,-122.94683
FRASER,nep,RKm20.8_02,nepFRASERRKm20.8_02,Underwater mooring,1.5,RKm20.8_02,49.18814,-122.96454
FRASER,nep,RKm21.2_01,nepFRASERRKm21.2_01,Underwater mooring,3.5,RKm21.2_01,49.16523,-122.93015
FRASER,nep,RKm21.2_02,nepFRASERRKm21.2_02,Underwater mooring,4.5,RKm21.2_02,49.16738,-122.93447
FRASER,nep,RKm21.2_03,nepFRASERRKm21.2_03,Underwater mooring,1.5,RKm21.2_03,49.17523,-122.95373
FRASER,nep,RKm21.2_04,nepFRASERRKm21.2_04,Underwater mooring,4.0,RKm21.2_04,49.17644,-122.95535
FRASER,nep,RKm51.3_01,nepFRASERRKm51.3_01,Underwater mooring,3.6,RKm51.3_01,49.20163,-122.596
FRASER,nep,RKm51.3_02,nepFRASERRKm51.3_02,Underwater mooring,1.5,RKm51.3_02,49.20354,-122.5901
FRASER,nep,RKm76.8_01,nepFRASERRKm76.8_01,Underwater mooring,5.0,RKm76.8_01,49.12325,-122.3004
FRASER,nep,RKm76.8_02,nepFRASERRKm76.8_02,Underwater mooring,1.5,RKm76.8_02,49.12766,-122.30298
FRASER,nep,RKm79.7_01,nepFRASERRKm79.7_01,Underwater mooring,0.305,RKm79.7_01,49.139567,-122.268433
FRASER,nep,RKm8.7_01,nepFRASERRKm8.7_01,Underwater mooring,3.048,RKm8.7_01,49.11718,-123.0792
FRASER,nep,RKm8.7_02,nepFRASERRKm8.7_02,Underwater mooring,2.5,RKm8.7_02,49.12281,-123.08101
FWS,nep,Alex Fraser Bridge,nepFWSAlex Fraser Bridge,Underwater mooring,NaN,Alex Fraser Bridge,49.1632,-122.9417
FWS,nep,Coquihalla/Hope 1,nepFWSCoquihalla/Hope 1,Underwater mooring,NaN,Coquihalla/Hope 1,49.3798,-121.4797
FWS,nep,Coquihalla/Hope 2,nepFWSCoquihalla/Hope 2,Underwater mooring,NaN,Coquihalla/Hope 2,49.3996,-121.433
FWS,nep,Debris trap downstream,nepFWSDebris trap downstream,Underwater mooring,NaN,Debris trap downstream,49.3247,-121.6378
FWS,nep,Harrison,nepFWSHarrison,Underwater mooring,NaN,Harrison,49.2343,-121.9581
FWS,nep,Harrison 2,nepFWSHarrison 2,Underwater mooring,NaN,Harrison 2,49.2619,-121.9173
FWS,nep,Harrison Upstream,nepFWSHarrison Upstream,Underwater mooring,NaN,Harrison Upstream,49.2264,-121.9009
FWS,nep,Herrling 1,nepFWSHerrling 1,Underwater mooring,NaN,Herrling 1,49.2155,-121.7055
FWS,nep,Herrling 2,nepFWSHerrling 2,Underwater mooring,NaN,Herrling 2,49.2523,-121.6824
FWS,nep,Hunter Creek,nepFWSHunter Creek,Underwater mooring,NaN,Hunter Creek,49.3612,-121.5684
FWS,nep,Hunter mouth,nepFWSHunter mouth,Underwater mooring,NaN,Hunter mouth,49.3599,-121.5721
FWS,nep,Hwy 11,nepFWSHwy 11,Underwater mooring,NaN,Hwy 11,49.1248,-122.3098
FWS,nep,Hwy 11(2),nepFWSHwy 11(2),Underwater mooring,NaN,Hwy 11(2),49.1248,-122.3108
FWS,nep,Jespersons 1,nepFWSJespersons 1,Underwater mooring,NaN,Jespersons 1,49.2144,-121.8788
FWS,nep,Jespersons 2,nepFWSJespersons 2,Underwater mooring,NaN,Jespersons 2,49.2097,-121.8439
FWS,nep,lower canyon,nepFWSlower canyon,Underwater mooring,NaN,lower canyon,49.4488,-121.4148
FWS,nep,Lower canyon,nepFWSLower canyon,Underwater mooring,NaN,Lower canyon,49.4488,-121.4148
FWS,nep,Pitt 1,nepFWSPitt 1,Underwater mooring,NaN,Pitt 1,49.2471,-122.7289
FWS,nep,Ruby 1,nepFWSRuby 1,Underwater mooring,NaN,Ruby 1,49.3553,-121.6031
FWS,nep,Ruby 2,nepFWSRuby 2,Underwater mooring,NaN,Ruby 2,49.3592,-121.5953
FWS,nep,Ruby 3,nepFWSRuby 3,Underwater mooring,NaN,Ruby 3,49.3563,-121.5847
FWS,nep,Seabird 1,nepFWSSeabird 1,Underwater mooring,NaN,Seabird 1,49.2933,-121.6783
FWS,nep,Seabird 2,nepFWSSeabird 2,Underwater mooring,NaN,Seabird 2,49.3004,-121.6795
FWS,nep,Stave 1,nepFWSStave 1,Underwater mooring,NaN,Stave 1,49.1734,-122.443
FWS,nep,Stave 2,nepFWSStave 2,Underwater mooring,NaN,Stave 2,49.1652,-122.4252
FWS,nep,Vedder,nepFWSVedder,Underwater mooring,NaN,Vedder,49.139,-122.1881
FWS,nep,Bar 289,nepFWSBar 289,Underwater mooring,NaN,Bar 289,49.41178,-121.41904
FWS,nep,Bristol Island,nepFWSBristol Island,Underwater mooring,NaN,Bristol Island,49.37975,-121.47965
FWS,nep,Canoe Pass,nepFWSCanoe Pass,Underwater mooring,NaN,Canoe Pass,49.08084,-123.130007
FWS,nep,Coquihalla Side Channel,nepFWSCoquihalla Side Channel,Underwater mooring,NaN,Coquihalla Side Channel,49.395774,-121.4355
FWS,nep,Floods Hope Bar,nepFWSFloods Hope Bar,Underwater mooring,NaN,Floods Hope Bar,49.36769,-121.52214
FWS,nep,Hamilton Bar,nepFWSHamilton Bar,Underwater mooring,NaN,Hamilton Bar,49.23094,-121.63456
FWS,nep,Harrison Lake,nepFWSHarrison Lake,Underwater mooring,NaN,Harrison Lake,49.30702,-121.80919
FWS,nep,Hunter Creek alternate,nepFWSHunter Creek alternate,Underwater mooring,NaN,Hunter Creek alternate,49.361327,-121.568219
FWS,nep,Hunter Creek Downstream,nepFWSHunter Creek Downstream,Underwater mooring,NaN,Hunter Creek Downstream,49.35625,-121.58468
FWS,nep,Lion Island,nepFWSLion Island,Underwater mooring,NaN,Lion Island,49.15741,-123.00086
FWS,nep,Lower canyon alternate,nepFWSLower canyon alternate,Underwater mooring,NaN,Lower canyon alternate,49.448864,-121.414737
FWS,nep,MacMillan Isle Downstream,nepFWSMacMillan Isle Downstream,Underwater mooring,NaN,MacMillan Isle Downstream,49.18865,-122.58859
FWS,nep,Massey Tunnel,nepFWSMassey Tunnel,Underwater mooring,NaN,Massey Tunnel,49.12275,-123.08118
FWS,nep,Massey Tunnel alternate,nepFWSMassey Tunnel alternate,Underwater mooring,NaN,Massey Tunnel alternate,49.12275,-123.08118
FWS,nep,Minto Side channel,nepFWSMinto Side channel,Underwater mooring,NaN,Minto Side channel,49.20436,-121.94774
FWS,nep,Mountain Bar,nepFWSMountain Bar,Underwater mooring,NaN,Mountain Bar,49.21548,-121.95694
FWS,nep,North Arm,nepFWSNorth Arm,Underwater mooring,NaN,North Arm,49.19706,-122.93998
FWS,nep,Pitt 2,nepFWSPitt 2,Underwater mooring,NaN,Pitt 2,49.35214,-122.61488
FWS,nep,Seabird Downstream,nepFWSSeabird Downstream,Underwater mooring,NaN,Seabird Downstream,49.25549,-121.96771
FWS,nep,Stave 1 alternate,nepFWSStave 1 alternate,Underwater mooring,NaN,Stave 1 alternate,49.17348,-122.45481
FWS,nep,Vedder alternate,nepFWSVedder alternate,Underwater mooring,NaN,Vedder alternate,49.13902,-122.18813
FWS,nep,Coquihalla Island Upstream,nepFWSCoquihalla Island Upstream,Underwater mooring,NaN,Coquihalla Island Upstream,49.39973,-121.42599
FWS,nep,Douglas Island South,nepFWSDouglas Island South,Underwater mooring,NaN,Douglas Island South,49.214967,-122.77087
FWS,nep,FH Barber,nepFWSFH Barber,Underwater mooring,NaN,FH Barber,49.22977,-121.94494
FWS,nep,Green Wood Island,nepFWSGreen Wood Island,Underwater mooring,NaN,Green Wood Island,49.37396,-121.4483
FWS,nep,Harrison Hot Springs,nepFWSHarrison Hot Springs,Underwater mooring,NaN,Harrison Hot Springs,49.30203,-121.81588
FWS,nep,Harrison Mills,nepFWSHarrison Mills,Underwater mooring,NaN,Harrison Mills,49.2475,-121.94379
FWS,nep,Harrison River #1,nepFWSHarrison River #1,Underwater mooring,NaN,Harrison River #1,49.279483,-121.91092
FWS,nep,Harrison River #2,nepFWSHarrison River #2,Underwater mooring,NaN,Harrison River #2,49.269567,-121.90782
FWS,nep,Harrison River #3,nepFWSHarrison River #3,Underwater mooring,NaN,Harrison River #3,49.29445,-121.86242
FWS,nep,Herling DS,nepFWSHerling DS,Underwater mooring,NaN,Herling DS,49.207117,-121.739689
FWS,nep,Herling US,nepFWSHerling US,Underwater mooring,NaN,Herling US,49.20555,-121.777417
FWS,nep,Jesperson DS,nepFWSJesperson DS,Underwater mooring,NaN,Jesperson DS,49.21858,-121.88139
FWS,nep,Jesperson US,nepFWSJesperson US,Underwater mooring,NaN,Jesperson US,49.214883,-121.82111
FWS,nep,Mid Pitt River,nepFWSMid Pitt River,Underwater mooring,NaN,Mid Pitt River,49.292433,-122.65833
FWS,nep,Pitt - Fraser Confluence,nepFWSPitt - Fraser Confluence,Underwater mooring,NaN,Pitt - Fraser Confluence,49.257983,-122.71802
FWS,nep,Seabird Island,nepFWSSeabird Island,Underwater mooring,NaN,Seabird Island,49.221433,-121.70754
FWS,nep,Stave 1b,nepFWSStave 1b,Underwater mooring,NaN,Stave 1b,49.17355,-122.45337
FWS,nep,Sumas - Fraser Confluence,nepFWSSumas - Fraser Confluence,Underwater mooring,NaN,Sumas - Fraser Confluence,49.1959,-121.97485
FWS,nep,Upper Pitt River,nepFWSUpper Pitt River,Underwater mooring,NaN,Upper Pitt River,49.351767,-122.61455
GRAVES,nep,GRAVES_H001,nepGRAVESGRAVES_H001,Underwater mooring,16.0,GRAVES_H001,58.40891,-137.14728
GRAVES,nep,GRAVES_H002,nepGRAVESGRAVES_H002,Underwater mooring,31.0,GRAVES_H002,58.40352,-137.15704
GRAVES,nep,GRAVES_H003,nepGRAVESGRAVES_H003,Underwater mooring,82.0,GRAVES_H003,58.39844,-137.16795
GRAVES,nep,GRAVES_H004,nepGRAVESGRAVES_H004,Underwater mooring,110.0,GRAVES_H004,58.39365,-137.17938
GRAVES,nep,GRAVES_H005,nepGRAVESGRAVES_H005,Underwater mooring,135.0,GRAVES_H005,58.38872,-137.19046
GRAVES,nep,GRAVES_H006,nepGRAVESGRAVES_H006,Underwater mooring,154.0,GRAVES_H006,58.38337,-137.20093
GRAVES,nep,GRAVES_H007,nepGRAVESGRAVES_H007,Underwater mooring,168.0,GRAVES_H007,58.37799,-137.21106
GRAVES,nep,GRAVES_H008,nepGRAVESGRAVES_H008,Underwater mooring,173.0,GRAVES_H008,58.3728,-137.22182
GRAVES,nep,GRAVES_H009,nepGRAVESGRAVES_H009,Underwater mooring,167.0,GRAVES_H009,58.36762,-137.23294
GRAVES,nep,GRAVES_H010,nepGRAVESGRAVES_H010,Underwater mooring,152.0,GRAVES_H010,58.36302,-137.24515
GRAVES,nep,GRAVES_H011,nepGRAVESGRAVES_H011,Underwater mooring,172.0,GRAVES_H011,58.35879,-137.25769
GRAVES,nep,GRAVES_H012,nepGRAVESGRAVES_H012,Underwater mooring,183.0,GRAVES_H012,58.35395,-137.26872
GRAVES,nep,GRAVES_H013,nepGRAVESGRAVES_H013,Underwater mooring,188.0,GRAVES_H013,58.34781,-137.27986
GRAVES,nep,GRAVES_H014,nepGRAVESGRAVES_H014,Underwater mooring,122.5,GRAVES_H014,58.20818,-136.85947
GRAVES,nep,GRAVES_H015,nepGRAVESGRAVES_H015,Underwater mooring,146.3,GRAVES_H015,58.20271,-136.86929
GRAVES,nep,GRAVES_H016,nepGRAVESGRAVES_H016,Underwater mooring,157.3,GRAVES_H016,58.19721,-136.87898
GRAVES,nep,GRAVES_H017,nepGRAVESGRAVES_H017,Underwater mooring,168.2,GRAVES_H017,58.1913,-136.88785
GRAVES,nep,GRAVES_H018,nepGRAVESGRAVES_H018,Underwater mooring,179.2,GRAVES_H018,58.18505,-136.89624
GRAVES,nep,GRAVES_H019,nepGRAVESGRAVES_H019,Underwater mooring,188.4,GRAVES_H019,58.17916,-136.90492
GRAVES,nep,GRAVES_H020,nepGRAVESGRAVES_H020,Underwater mooring,197.5,GRAVES_H020,58.17328,-136.9124
GRAVES,nep,GRAVES_H021,nepGRAVESGRAVES_H021,Underwater mooring,203.0,GRAVES_H021,58.16856,-136.91518
GRAVES,nep,GRAVES_H022,nepGRAVESGRAVES_H022,Underwater mooring,210.3,GRAVES_H022,58.16158,-136.91978
GRAVES,nep,GRAVES_H023,nepGRAVESGRAVES_H023,Underwater mooring,210.3,GRAVES_H023,58.15865,-136.92458
GRAVN,nep,Port Gravina001,nepGRAVNPort Gravina001,Underwater mooring,17.0,Port Gravina001,60.6513,-146.27072
GRAVN,nep,Port Gravina012,nepGRAVNPort Gravina012,Underwater mooring,17.0,Port Gravina012,60.68885,-146.39118
GRAVN,nep,Port Gravina015,nepGRAVNPort Gravina015,Underwater mooring,15.9,Port Gravina015,60.6426,-146.28735
GRAVN,nep,Port Gravina016,nepGRAVNPort Gravina016,Underwater mooring,11.6,Port Gravina016,60.68885,-146.32343
GRAVN,nep,Port Gravina017,nepGRAVNPort Gravina017,Underwater mooring,14.6,Port Gravina017,60.6923,-146.32127
GRAVN,nep,Port Gravina018,nepGRAVNPort Gravina018,Underwater mooring,18.9,Port Gravina018,60.6637,-146.2525
GRAVN,nep,Port Gravina019,nepGRAVNPort Gravina019,Underwater mooring,13.4,Port Gravina019,60.67207,-146.23412
GRAVN,nep,Port Gravina020,nepGRAVNPort Gravina020,Underwater mooring,18.3,Port Gravina020,60.6667,-146.25855
GRAVN,nep,Port Gravina021,nepGRAVNPort Gravina021,Underwater mooring,13.7,Port Gravina021,60.6686,-146.2485
GRAVN,nep,Port Gravina022,nepGRAVNPort Gravina022,Underwater mooring,18.3,Port Gravina022,60.67312,-146.22983
GRAVN,nep,Port Gravina010,nepGRAVNPort Gravina010,Underwater mooring,58.5,Port Gravina010,60.68245,-146.36933
GRAVN,nep,Port Gravina011,nepGRAVNPort Gravina011,Underwater mooring,42.7,Port Gravina011,60.68627,-146.38077
GRAVN,nep,Port Gravina013,nepGRAVNPort Gravina013,Underwater mooring,7.0,Port Gravina013,60.69057,-146.39893
GRAVN,nep,Port Gravina014,nepGRAVNPort Gravina014,Underwater mooring,18.3,Port Gravina014,60.67235,-146.23873
GRAVN,nep,Port Gravina002,nepGRAVNPort Gravina002,Underwater mooring,47.3,Port Gravina002,60.65167,-146.27803
GRAVN,nep,Port Gravina023,nepGRAVNPort Gravina023,Underwater mooring,15.2,Port Gravina023,60.62416,-146.21777
GRAVN,nep,Port Gravina003,nepGRAVNPort Gravina003,Underwater mooring,68.6,Port Gravina003,60.65563,-146.28922
GRAVN,nep,Port Gravina004,nepGRAVNPort Gravina004,Underwater mooring,118.9,Port Gravina004,60.65947,-146.30067
GRAVN,nep,Port Gravina005,nepGRAVNPort Gravina005,Underwater mooring,130.5,Port Gravina005,60.6633,-146.3121
GRAVN,nep,Port Gravina006,nepGRAVNPort Gravina006,Underwater mooring,127.7,Port Gravina006,60.66713,-146.32355
GRAVN,nep,Port Gravina007,nepGRAVNPort Gravina007,Underwater mooring,124.7,Port Gravina007,60.67095,-146.335
GRAVN,nep,Port Gravina008,nepGRAVNPort Gravina008,Underwater mooring,89.9,Port Gravina008,60.67478,-146.346
GRAVN,nep,Port Gravina009,nepGRAVNPort Gravina009,Underwater mooring,71.0,Port Gravina009,60.67862,-146.35788
HOWE,nep,HS_IN001,nepHOWEHS_IN001,Underwater mooring,190.0,HS_IN001,49.59388,-123.22941
HOWE,nep,HS_IN002,nepHOWEHS_IN002,Underwater mooring,283.0,HS_IN002,49.59565,-123.23552
HOWE,nep,HS_IN004,nepHOWEHS_IN004,Underwater mooring,280.0,HS_IN004,49.59982,-123.25163
HOWE,nep,HS_IN003,nepHOWEHS_IN003,Underwater mooring,282.0,HS_IN003,49.59722,-123.24008
HOWE,nep,HS_OUT001,nepHOWEHS_OUT001,Underwater mooring,115.0,HS_OUT001,49.4714,-123.25158
HOWE,nep,HS_OUT002,nepHOWEHS_OUT002,Underwater mooring,220.0,HS_OUT002,49.46955,-123.26128
HOWE,nep,HS_OUT003,nepHOWEHS_OUT003,Underwater mooring,249.0,HS_OUT003,49.4688,-123.27065
HOWE,nep,HS_OUT004,nepHOWEHS_OUT004,Underwater mooring,249.0,HS_OUT004,49.46747,-123.2803
HOWE,nep,HS_OUT005,nepHOWEHS_OUT005,Underwater mooring,240.0,HS_OUT005,49.46727,-123.29053
HOWE,nep,HS_OUT006,nepHOWEHS_OUT006,Underwater mooring,240.0,HS_OUT006,49.46632,-123.3007
HOWE,nep,HS_OUT007,nepHOWEHS_OUT007,Underwater mooring,200.0,HS_OUT007,49.46605,-123.31087
HOWE,nep,HS_OUT008,nepHOWEHS_OUT008,Underwater mooring,151.0,HS_OUT008,49.47352,-123.46145
HOWE,nep,HS_OUT009,nepHOWEHS_OUT009,Underwater mooring,173.0,HS_OUT009,49.4786,-123.46608
HOWE,nep,HS_OUT010,nepHOWEHS_OUT010,Underwater mooring,177.0,HS_OUT010,49.48202,-123.4684
HOWE,nep,HS_OUT011,nepHOWEHS_OUT011,Underwater mooring,124.4,HS_OUT011,49.48209,-123.47069
HWI,nep,HLW-END,nepHWIHLW-END,Underwater mooring,NaN,HLW-END,NaN,NaN
HWI,nep,KNH-END,nepHWIKNH-END,Underwater mooring,NaN,KNH-END,NaN,NaN
HWI,nep,WKE-END,nepHWIWKE-END,Underwater mooring,NaN,WKE-END,NaN,NaN
HWI,nep,WKW-END,nepHWIWKW-END,Underwater mooring,NaN,WKW-END,NaN,NaN
HWI,nep,HLW-START,nepHWIHLW-START,Underwater mooring,NaN,HLW-START,NaN,NaN
HWI,nep,KNH-START,nepHWIKNH-START,Underwater mooring,NaN,KNH-START,NaN,NaN
HWI,nep,WKE-START,nepHWIWKE-START,Underwater mooring,NaN,WKE-START,NaN,NaN
HWI,nep,WKW-START,nepHWIWKW-START,Underwater mooring,NaN,WKW-START,NaN,NaN
HWI,nep,WAIKIKI WEST DEEP,nepHWIWAIKIKI WEST DEEP,Underwater mooring,183.0,WAIKIKI WEST DEEP,21.27442,-157.89825
HWI,nep,WAIKIKI WEST SHALLOW,nepHWIWAIKIKI WEST SHALLOW,Underwater mooring,37.0,WAIKIKI WEST SHALLOW,21.28347,-157.8932
HWI,nep,WAIKIKI EAST DEEP,nepHWIWAIKIKI EAST DEEP,Underwater mooring,183.0,WAIKIKI EAST DEEP,21.2716,-157.86293
HWI,nep,WAIKIKI WEST MIDDLE,nepHWIWAIKIKI WEST MIDDLE,Underwater mooring,73.0,WAIKIKI WEST MIDDLE,21.28035,-157.89583
HWI,nep,WAIKIKI EAST MIDDLE,nepHWIWAIKIKI EAST MIDDLE,Underwater mooring,73.0,WAIKIKI EAST MIDDLE,21.27402,-157.85913
